member_id,first_name,last_name,email,phone,dob,state,zip_code,enrollment_date,agent_id,carrier,plan_type
MEM003024,Anita,Williams,michaelvega@example.org,689-810-0492,1971-12-05,GA,05285,2023-01-14,AGT0043,VSP,Vision Basic
MEM003025,Mary,Martinez,amberhoward@example.net,+1-899-872-6315x0810,1973-09-04,KY,58481,2024-05-24,AGT0077,MetLife,Dental+Vision Bundle
MEM003026,Mary,Adams,johoward@example.net,590.735.4064x282,1950-04-11,CA,75014,2024-03-01,AGT0028,VSP,Dental Premium
MEM003027,Melinda,Ramirez,nross@example.net,486-548-4121,1962-01-06,IN,37426,2023-12-21,AGT0010,VSP,Vision Basic
MEM003028,Ashley,Johnson,katherinewilliams@example.com,(872)335-2643,1997-03-09,CA,15034,2023-05-07,AGT0037,MetLife,Vision Basic
MEM003029,John,Mckay,ubrown@example.com,962-298-4754,1970-10-03,GA,97291,2023-08-20,AGT0068,VSP,Dental Premium
MEM003030,Laurie,Carroll,robert46@example.net,+1-748-838-5601x668,2002-08-16,IL,60075,2023-01-28,AGT0053,MetLife,Dental Basic
MEM003031,Tiffany,Gonzales,jerry24@example.net,553.493.0361x999,1969-05-05,CA,50055,2023-06-11,AGT0078,Zurich,Dental Basic
MEM003032,Jessica,Wright,ojoyce@example.com,001-374-923-6837x8037,1990-06-27,KY,10040,2023-09-03,AGT0043,VSP,Dental Premium
MEM003033,Andrea,Morris,bryantstephanie@example.org,001-520-846-5456x566,1972-11-21,IN,98700,2023-04-05,AGT0038,MetLife,Vision Basic
MEM003034,Karen,Myers,clarkchristine@example.net,(923)404-2103,1953-11-05,TN,04520,2024-02-22,AGT0003,VSP,Dental Basic
MEM003035,Kevin,Medina,tyronewilliams@example.org,(733)257-9377,1988-06-16,GA,11092,2024-02-09,AGT0006,Zurich,Vision Premium
MEM003036,Guy,Anderson,christinebarron@example.org,737.204.5740,1961-07-22,GA,95409,2023-04-30,AGT0003,MetLife,Dental+Vision Bundle
MEM003037,Sharon,Mccarthy,schaeferchristopher@example.org,+1-428-823-6964x938,1996-09-03,MI,74027,2023-02-26,AGT0047,VSP,Dental Premium
MEM003038,Jeffrey,Allen,wattsjennifer@example.org,683.236.7361,1957-12-06,IN,37706,2024-09-14,AGT0050,MetLife,Vision Premium
MEM003039,Victor,Gutierrez,nicole61@example.net,001-458-418-1106x9942,1978-09-29,MI,31428,2023-03-16,AGT0013,MetLife,Vision Premium
MEM003040,Bryan,Oliver,jennifer89@example.org,+1-420-410-8981x0723,1980-07-20,TN,86209,2023-09-18,AGT0007,VSP,Vision Basic
MEM003041,Patricia,Atkinson,vevans@example.com,630.419.4410x88344,1989-02-19,CA,44972,2023-07-07,AGT0014,VSP,Vision Basic
MEM003042,John,Carter,carly41@example.com,258.347.7023x92831,1988-01-31,TX,49546,2024-05-11,AGT0019,Zurich,Dental Basic
MEM003043,Scott,Jones,smithdanielle@example.net,001-679-423-4102,1973-08-31,KY,46139,2024-06-21,AGT0006,MetLife,Dental Basic
MEM003044,Brandon,Lawson,dharris@example.com,001-326-984-4187x76896,1950-06-12,TX,56552,2024-07-21,AGT0058,MetLife,Dental Premium
MEM003045,Cynthia,Kim,annabutler@example.net,3426975810,1992-10-13,TX,08806,2023-09-01,AGT0068,MetLife,Dental Premium
MEM003046,Brandon,Johnson,mauricevargas@example.org,406.751.1768,1970-12-21,TN,16081,2023-08-06,AGT0079,Zurich,Dental Basic
MEM003047,Luis,Hernandez,gallowaykyle@example.com,6547690508,1983-03-31,FL,86769,2023-04-15,AGT0003,Zurich,Dental+Vision Bundle
MEM003048,Zoe,Wells,rochadavid@example.org,001-447-430-8788x75263,1983-01-14,CA,98591,2024-06-03,AGT0075,Zurich,Dental Basic
MEM003049,Alexa,King,hallerika@example.com,+1-202-410-3770,1975-08-21,CA,31788,2023-10-24,AGT0024,MetLife,Vision Premium
MEM003050,Marcia,Stewart,jamesballard@example.org,(227)641-5708x83286,1972-11-24,CA,13049,2024-04-08,AGT0022,VSP,Vision Premium
MEM003051,Oscar,Collins,mary34@example.net,889-624-5574,1987-09-30,CA,95318,2024-08-09,AGT0074,VSP,Dental+Vision Bundle
MEM003052,Jesse,Mayo,nelsonallen@example.org,+1-458-718-1585x35062,1976-08-04,TX,70674,2024-11-03,AGT0078,Zurich,Vision Premium
MEM003053,Elizabeth,Gross,cheryl94@example.org,833.731.2938x655,1990-12-05,OH,86704,2024-11-23,AGT0067,VSP,Dental Basic
MEM003054,Brian,Moore,alecschmidt@example.com,384.579.2795,2001-12-20,GA,24639,2024-01-10,AGT0073,MetLife,Dental Basic
MEM003055,Stephanie,Paul,inguyen@example.org,+1-559-614-6120x14079,1959-03-28,KY,02889,2024-08-01,AGT0003,Zurich,Dental+Vision Bundle
MEM003056,Adam,Underwood,solisdenise@example.net,8105831734,1967-06-12,IL,23451,2024-08-06,AGT0025,MetLife,Dental Basic
MEM003057,Cody,Howard,melissahartman@example.com,417.652.8612,1976-05-31,IL,03518,2023-08-17,AGT0056,VSP,Vision Basic
MEM003058,Priscilla,Davidson,johnsonlawrence@example.org,658.218.3500x2287,1986-08-03,CA,88447,2023-02-26,AGT0003,Zurich,Vision Basic
MEM003059,Alyssa,Henry,hmcgrath@example.net,623-451-8026x421,1960-07-24,FL,70294,2024-02-12,AGT0054,MetLife,Vision Basic
MEM003060,Jenna,Phillips,tbowen@example.com,777-792-7969x3920,1969-05-15,KY,11054,2023-06-28,AGT0072,Zurich,Dental Basic
MEM003061,Mary,Owen,qsmith@example.com,001-433-804-3494x815,1969-10-09,TN,68199,2024-09-13,AGT0078,VSP,Vision Premium
MEM003062,Thomas,Carter,emilyknox@example.org,340-229-0300,1962-06-06,TX,29609,2024-06-16,AGT0003,VSP,Dental+Vision Bundle
MEM003063,Catherine,Jones,alexander55@example.net,286.721.6348x443,1986-07-23,OH,28455,2023-12-19,AGT0019,Zurich,Vision Basic
MEM003064,Kevin,Green,wcompton@example.org,723.282.8881x61371,1980-08-16,IN,64802,2024-03-20,AGT0071,MetLife,Dental Premium
MEM003065,Jeremiah,Greer,reginamartinez@example.com,855.542.8468,1998-11-07,IL,83308,2024-01-03,AGT0056,Zurich,Dental Premium
MEM003066,Jennifer,Rowe,nthompson@example.org,683.522.7049,1984-04-23,CA,18930,2024-07-17,AGT0049,VSP,Dental Premium
MEM003067,Thomas,Benson,mooremichael@example.net,792-645-8023x31081,1969-06-08,IN,94974,2023-03-16,AGT0072,VSP,Dental+Vision Bundle
MEM003068,Amanda,Johnson,julie14@example.org,+1-988-327-3749x09944,1963-01-27,MI,70512,2023-04-11,AGT0068,VSP,Vision Basic
MEM003069,Mikayla,Kent,bowenmargaret@example.org,506-521-4613x3547,1972-08-08,MI,62378,2023-05-04,AGT0035,VSP,Vision Basic
MEM003070,Brian,Huffman,marc63@example.com,+1-481-441-5771x8074,2002-09-19,KY,99004,2023-09-04,AGT0066,VSP,Vision Basic
MEM003071,Dorothy,Noble,christinepatterson@example.com,(485)914-1908,1952-08-23,IL,36952,2023-02-11,AGT0062,MetLife,Dental Basic
MEM003072,Logan,Chavez,robert99@example.org,(507)963-3736x435,1996-02-08,GA,15212,2024-11-14,AGT0077,VSP,Dental+Vision Bundle
MEM003073,Henry,Carter,brianbrown@example.org,+1-358-230-4286x323,1955-08-14,IN,23716,2024-02-03,AGT0015,VSP,Vision Basic
MEM003074,Richard,Watts,qcampbell@example.net,593-666-7352x1608,1957-04-15,MI,06553,2023-03-18,AGT0079,VSP,Dental+Vision Bundle
MEM003075,Gary,Whitaker,xballard@example.org,+1-539-734-9647x935,1954-04-20,OH,51561,2023-01-27,AGT0049,Zurich,Dental Basic
MEM003076,Frank,Garcia,kelly62@example.com,318.389.2670x136,1975-01-20,OH,54552,2024-10-25,AGT0038,Zurich,Vision Basic
MEM003077,Paul,Robinson,daviddoyle@example.com,+1-775-594-1447x7204,1954-11-16,FL,29841,2023-11-26,AGT0053,MetLife,Dental+Vision Bundle
MEM003078,Terri,Ramos,dchapman@example.net,862-276-2439,1967-07-30,CA,99235,2024-06-18,AGT0057,Zurich,Dental Premium
MEM003079,Richard,Johnson,llawrence@example.org,001-438-391-7873x563,1954-07-07,TN,14715,2023-05-28,AGT0029,Zurich,Dental Premium
MEM003080,William,Chavez,harmondonald@example.net,001-987-573-5105,1994-06-07,FL,39676,2023-01-18,AGT0057,Zurich,Dental Premium
MEM003081,Kevin,Yoder,linda00@example.net,479-247-9293x6166,1955-03-22,FL,71886,2023-06-16,AGT0018,Zurich,Dental Premium
MEM003082,Sean,Clay,ashleyfernandez@example.com,567.776.3966,1961-08-31,CA,17289,2024-02-26,AGT0018,VSP,Dental Basic
MEM003083,Thomas,Powell,tylershawn@example.com,2403841383,1994-02-23,FL,09195,2023-04-05,AGT0050,MetLife,Dental+Vision Bundle
MEM003084,Stephen,Moon,adamduke@example.net,890.377.9886x1825,2003-12-28,OH,54792,2024-08-01,AGT0034,MetLife,Dental Premium
MEM003085,Ronald,Williams,andreasmith@example.net,8227244661,1997-11-12,KY,12623,2024-06-20,AGT0009,MetLife,Dental Basic
MEM003086,Thomas,Carey,lsanders@example.com,(670)243-8833x923,1970-10-28,OH,82110,2024-04-09,AGT0017,VSP,Dental Premium
MEM003087,Becky,Wilson,ewu@example.com,(649)285-7742x7359,1968-03-06,TN,89510,2023-06-25,AGT0052,MetLife,Vision Basic
MEM003088,Evelyn,Preston,ujohnson@example.com,920.692.6465x296,1991-08-26,IN,62278,2023-03-23,AGT0027,MetLife,Vision Premium
MEM003089,Daniel,Munoz,milesrobert@example.org,231.400.1797x7660,1964-08-28,IN,21492,2023-03-22,AGT0049,MetLife,Dental Basic
MEM003090,Alexander,Wong,haleyjordan@example.org,282.623.5522,1971-05-08,TX,13795,2024-03-08,AGT0041,MetLife,Vision Basic
MEM003091,Frederick,Green,diamond62@example.net,+1-812-702-5409x4113,2001-06-12,TN,34708,2024-07-13,AGT0049,MetLife,Dental Basic
MEM003092,Michael,Murphy,connor65@example.com,001-498-936-4950x926,1956-09-01,TX,49094,2024-04-03,AGT0038,VSP,Dental Premium
MEM003093,Erica,Henry,schmittelizabeth@example.org,001-714-630-6143x288,1965-02-18,CA,59850,2023-02-20,AGT0042,MetLife,Dental Basic
MEM003094,Benjamin,Hopkins,perrybarbara@example.net,+1-618-692-3710,1976-05-18,TX,76325,2024-02-10,AGT0006,MetLife,Dental Premium
MEM003095,Brian,Davis,walkerrobert@example.com,+1-290-568-8785,1954-09-30,MI,78986,2023-10-19,AGT0058,MetLife,Vision Premium
MEM003096,Craig,Newman,eflynn@example.net,7535875189,1985-09-27,FL,96208,2023-04-15,AGT0069,MetLife,Dental+Vision Bundle
MEM003097,Kathleen,Yu,ddavidson@example.org,001-377-633-8004,1994-10-29,TX,88017,2024-04-19,AGT0022,MetLife,Dental Basic
MEM003098,Stephanie,Lee,pdaniel@example.net,841-404-2320x0865,1958-04-12,FL,91767,2023-06-15,AGT0076,Zurich,Dental+Vision Bundle
MEM003099,Rebecca,Lee,jordantucker@example.org,+1-934-521-1474x675,1967-05-08,KY,22648,2023-04-15,AGT0067,VSP,Dental Basic
MEM003100,Jacqueline,Miller,daniel61@example.com,412.643.2197,1980-07-07,FL,62590,2024-07-13,AGT0078,VSP,Dental Basic
MEM003101,Lisa,Graves,fordbrandon@example.com,+1-630-205-6841x7273,1970-10-13,TX,51751,2024-03-12,AGT0032,MetLife,Dental+Vision Bundle
MEM003102,Annette,Stein,jose32@example.com,501.250.8922,1998-10-05,TN,77894,2023-07-01,AGT0053,MetLife,Dental Premium
MEM003103,Edward,Jones,jamiemarshall@example.com,+1-450-938-6072x94306,1990-05-04,IN,25107,2024-08-09,AGT0064,Zurich,Vision Basic
MEM003104,Kelsey,Rogers,ashleymckenzie@example.net,228.455.8679x316,1988-06-17,GA,62477,2024-10-13,AGT0016,VSP,Vision Basic
MEM003105,William,Gonzalez,amanda76@example.com,001-261-728-0695x5211,1986-02-15,FL,28294,2023-03-04,AGT0031,VSP,Vision Basic
MEM003106,Christian,Gates,patrick67@example.net,+1-459-471-3411,1951-05-22,TN,83324,2023-05-31,AGT0001,VSP,Vision Basic
MEM003107,Amanda,Wilkinson,smithgary@example.org,+1-652-747-9655,1965-05-03,IL,06147,2023-03-28,AGT0029,Zurich,Dental Premium
MEM003108,Linda,Morris,amber59@example.net,+1-606-690-4398x7888,1964-04-14,OH,37195,2024-11-21,AGT0051,Zurich,Dental+Vision Bundle
MEM003109,Megan,Foster,kristinariley@example.org,001-259-440-5219,1951-05-02,TN,00617,2024-01-10,AGT0070,VSP,Dental+Vision Bundle
MEM003110,Laura,Crawford,ilee@example.net,853-902-9333,1986-04-30,CA,59328,2023-09-29,AGT0020,Zurich,Dental Basic
MEM003111,Bruce,Thomas,wlane@example.org,+1-741-527-9132,1965-08-18,OH,33083,2024-10-28,AGT0074,MetLife,Dental Premium
MEM003112,Donald,Howard,kaylee04@example.org,(727)242-2121x15444,1990-12-22,CA,19600,2024-02-12,AGT0006,Zurich,Vision Basic
MEM003113,Erica,Avila,smithhayley@example.com,+1-910-571-3779,1974-02-02,MI,02438,2024-11-29,AGT0056,Zurich,Vision Basic
MEM003114,Shelby,Walters,shelby46@example.org,637.220.4032x404,1999-01-19,IN,13948,2023-10-23,AGT0021,MetLife,Dental+Vision Bundle
MEM003115,Eric,Wallace,stephanie34@example.org,(414)855-0129x0431,1979-09-08,IN,70774,2023-02-08,AGT0078,Zurich,Vision Premium
MEM003116,Monica,Patterson,sreed@example.com,+1-883-763-3209x481,1998-08-26,GA,25482,2024-11-09,AGT0077,Zurich,Vision Premium
MEM003117,Christopher,Aguilar,wattsthomas@example.org,546-418-7027,1976-03-08,IL,35436,2024-06-03,AGT0039,Zurich,Dental Premium
MEM003118,Lauren,Murray,christophercosta@example.com,825-808-8232x439,1995-12-14,TX,82652,2024-09-16,AGT0009,Zurich,Dental Basic
MEM003119,Jennifer,Villegas,fbyrd@example.org,(337)524-9292,1990-07-16,TX,30714,2023-12-22,AGT0065,VSP,Dental+Vision Bundle
MEM003120,Devon,Vaughan,zjones@example.net,+1-746-805-6927x450,1989-08-07,OH,81455,2023-02-06,AGT0046,MetLife,Dental Basic
MEM003121,Michael,Warren,bmiller@example.net,001-213-443-8125,1986-01-13,FL,42449,2024-07-11,AGT0050,VSP,Dental Basic
MEM003122,Michelle,Jackson,bnelson@example.org,840-342-4142x6562,1966-10-03,IN,52292,2024-11-03,AGT0079,VSP,Dental Premium
MEM003123,Brian,Powell,anthonyball@example.com,(547)966-0531,1955-09-12,FL,99678,2023-03-21,AGT0064,Zurich,Vision Basic
MEM003124,Allison,Ford,ybennett@example.net,+1-637-377-2424x278,1998-08-16,IL,23591,2024-01-29,AGT0080,Zurich,Dental+Vision Bundle
MEM003125,Meghan,Estrada,ytownsend@example.org,(982)961-2499,1994-08-11,IL,80358,2024-06-01,AGT0017,VSP,Vision Basic
MEM003126,Ashley,Anthony,aguilarheather@example.org,(581)427-5610x40867,1994-04-24,IN,42918,2023-07-20,AGT0069,VSP,Vision Premium
MEM003127,Kylie,Zuniga,abigail06@example.org,471-265-6938x651,1985-10-05,IL,44578,2023-01-01,AGT0031,VSP,Dental Basic
MEM003128,Jose,Kelly,waynedaniel@example.net,(847)470-1696x20233,1952-09-06,TN,64933,2023-10-03,AGT0050,VSP,Vision Premium
MEM003129,Victoria,Ross,emilyjones@example.com,+1-795-362-3543,1990-12-20,CA,21824,2023-12-06,AGT0005,MetLife,Vision Premium
MEM003130,Brianna,Smith,amy96@example.org,001-785-395-2405x004,1975-01-31,TX,98362,2023-06-21,AGT0023,Zurich,Dental Premium
MEM003131,Laura,Johnson,wday@example.com,6585809592,1974-01-27,KY,76416,2024-01-19,AGT0024,Zurich,Dental Premium
MEM003132,Danielle,Delgado,rogersalisha@example.net,822.857.0211,1985-05-09,MI,53241,2024-08-30,AGT0018,VSP,Dental+Vision Bundle
MEM003133,Tara,Meyers,lisalynch@example.net,(881)349-8965,1976-05-23,IL,94051,2024-09-18,AGT0032,Zurich,Dental+Vision Bundle
MEM003134,Timothy,Rodriguez,vickie83@example.com,615-638-3366,1997-10-16,CA,77873,2024-11-30,AGT0035,VSP,Dental+Vision Bundle
MEM003135,James,Owens,jeremy34@example.net,(367)784-5661,1967-06-16,TX,46392,2023-08-16,AGT0074,MetLife,Dental Premium
MEM003136,Raymond,Brewer,mmora@example.com,805-378-7660x1782,1973-05-23,OH,37760,2023-06-18,AGT0042,MetLife,Vision Basic
MEM003137,Kaitlyn,Ruiz,chavezsamantha@example.net,3278972730,1993-05-11,IL,82414,2023-12-12,AGT0044,VSP,Dental Basic
MEM003138,Kristy,Richards,ylarsen@example.org,674-556-5898,1965-06-02,GA,72981,2024-08-12,AGT0076,MetLife,Dental+Vision Bundle
MEM003139,Rodney,Phillips,megan80@example.net,(384)714-5795x5738,1980-10-20,TX,83503,2023-08-16,AGT0078,Zurich,Dental Premium
MEM003140,Roger,Hayes,hday@example.org,(361)830-2327x639,1995-04-05,OH,93721,2023-08-17,AGT0072,Zurich,Dental Premium
MEM003141,Crystal,Harvey,xharris@example.net,368.976.5964x718,1952-04-20,FL,47214,2024-01-10,AGT0067,VSP,Dental+Vision Bundle
MEM003142,Tara,Adams,orodriguez@example.net,+1-897-251-1756x3440,1979-02-07,IN,20471,2024-07-26,AGT0079,VSP,Vision Premium
MEM003143,David,Chapman,lli@example.com,+1-869-567-2783x322,1975-10-11,KY,65005,2024-11-27,AGT0029,MetLife,Dental Basic
MEM003144,James,Cunningham,kevinfisher@example.net,420-806-7897,1960-10-06,TX,60619,2024-10-05,AGT0074,MetLife,Dental+Vision Bundle
MEM003145,David,Wood,orichards@example.com,001-870-612-9839x4541,1993-03-04,CA,51176,2023-04-26,AGT0062,MetLife,Dental Basic
MEM003146,Anthony,Jennings,bobby66@example.com,(985)830-0455,1979-12-06,CA,70489,2024-06-18,AGT0031,VSP,Vision Premium
MEM003147,Michelle,Rogers,edwardhuffman@example.net,6066597741,1982-09-04,MI,18264,2023-03-30,AGT0051,VSP,Dental Basic
MEM003148,Danielle,Miller,clarkjustin@example.org,8688721704,1990-09-14,OH,69304,2023-10-28,AGT0042,VSP,Dental Basic
MEM003149,Virginia,May,haleylinda@example.net,+1-917-396-2116,1965-07-26,TN,19747,2023-08-10,AGT0080,MetLife,Dental+Vision Bundle
MEM003150,Joe,Baker,william65@example.net,+1-480-416-6581x366,1997-01-21,OH,20570,2024-05-02,AGT0031,VSP,Dental Premium
MEM003151,Susan,Heath,danielsmichelle@example.net,5216305096,1954-02-09,IN,64053,2023-11-21,AGT0080,VSP,Dental+Vision Bundle
MEM003152,Andrea,Orozco,nealrandy@example.net,001-382-947-4079x43444,1959-10-16,KY,48862,2023-06-03,AGT0012,MetLife,Vision Premium
MEM003153,Nicholas,Abbott,guerracaroline@example.org,332-939-2950,1990-12-19,GA,50907,2023-07-01,AGT0079,Zurich,Dental+Vision Bundle
MEM003154,Christopher,Gallagher,leahmyers@example.net,001-508-572-6705x119,2003-02-01,TX,89568,2023-05-05,AGT0061,Zurich,Dental Basic
MEM003155,Bryan,Smith,courtney16@example.net,229.719.3042x0185,1992-11-19,IN,21482,2023-05-15,AGT0035,VSP,Dental Basic
MEM003156,Timothy,Rodriguez,wwiley@example.com,322.241.2865x0384,1997-04-05,TX,13075,2024-06-10,AGT0045,VSP,Dental Basic
MEM003157,Sheila,Bradley,erikbaker@example.org,001-444-240-6615x922,1979-09-08,TX,77956,2023-05-21,AGT0055,VSP,Dental Basic
MEM003158,Travis,Cruz,lori61@example.net,482.355.9143,2002-05-10,TX,15491,2023-11-29,AGT0054,VSP,Vision Basic
MEM003159,Jeanette,Jackson,nicholas05@example.org,520.780.8617x80871,1976-10-17,IL,29855,2023-10-14,AGT0018,VSP,Vision Premium
MEM003160,Susan,Higgins,jatkins@example.com,(705)470-3659,1980-04-05,KY,41910,2024-06-06,AGT0070,Zurich,Dental Premium
MEM003161,Timothy,Vasquez,kristinemendoza@example.net,001-492-390-4699x8117,1987-11-09,TN,85622,2024-08-25,AGT0041,Zurich,Dental+Vision Bundle
MEM003162,Vanessa,Castillo,jacquelineramsey@example.com,816.472.7022x4102,1965-12-13,TX,13283,2023-10-22,AGT0017,VSP,Dental+Vision Bundle
MEM003163,Allen,Clark,marysmith@example.net,743-519-3841,1957-06-12,GA,12348,2023-05-02,AGT0043,MetLife,Dental Basic
MEM003164,Erica,Mann,jerryolson@example.org,439-972-9887,1953-07-15,IN,60966,2023-01-07,AGT0020,VSP,Dental Premium
MEM003165,Charles,Rocha,turnermelissa@example.net,968.909.0077x9642,2002-08-08,MI,97118,2023-08-24,AGT0010,MetLife,Dental Basic
MEM003166,Austin,Henson,edward39@example.net,638-654-1317,1979-03-31,TN,70908,2023-04-29,AGT0009,MetLife,Dental Basic
MEM003167,Emily,Rogers,popemichael@example.com,(733)744-0258,1993-02-09,IN,08832,2023-12-15,AGT0067,MetLife,Vision Basic
MEM003168,Albert,Warren,cynthiagarcia@example.org,8876485315,1999-11-04,IL,88872,2024-03-11,AGT0013,VSP,Dental Premium
MEM003169,Madison,Wolfe,vbecker@example.com,577.453.8817x6835,1997-01-30,CA,36594,2024-06-16,AGT0050,VSP,Vision Basic
MEM003170,Thomas,Miller,smithsamantha@example.org,(321)798-9744x69316,1962-12-04,FL,89351,2024-05-17,AGT0029,VSP,Dental Premium
MEM003171,Emily,Price,reevesandrew@example.org,+1-844-351-9649x2306,1989-07-27,KY,81343,2024-10-14,AGT0053,MetLife,Vision Premium
MEM003172,Alexander,Mendoza,kimberly42@example.com,(646)971-9306,1982-11-11,TX,26554,2023-05-13,AGT0022,VSP,Dental Premium
MEM003173,Grace,Johnson,vgomez@example.net,+1-598-332-4359x5133,1997-03-05,MI,94290,2023-03-13,AGT0023,Zurich,Vision Basic
MEM003174,Sarah,Newton,rebecca32@example.org,(946)593-5516,1961-12-30,MI,86607,2023-04-19,AGT0009,MetLife,Dental Basic
MEM003175,Sarah,Burnett,kolson@example.org,839-771-8884x2716,1950-08-21,KY,55060,2023-05-27,AGT0080,MetLife,Dental Basic
MEM003176,Juan,Kelly,kristinetrevino@example.org,840.834.7696x45440,1958-01-23,TX,68364,2023-01-09,AGT0032,VSP,Dental Premium
MEM003177,Stephanie,Vargas,edward32@example.net,969.430.8011,1968-04-19,TX,15363,2023-06-13,AGT0060,VSP,Dental Basic
MEM003178,Debra,Bradley,jessicamora@example.org,001-205-365-7238x616,1992-04-25,GA,71944,2023-06-19,AGT0067,Zurich,Dental Basic
MEM003179,Lori,Jones,hensonjohn@example.net,001-664-906-9580x51840,1965-11-16,IL,64438,2024-04-11,AGT0045,VSP,Vision Basic
MEM003180,John,Johnson,huntallison@example.net,541.863.2285x563,1982-08-01,TX,53929,2023-09-24,AGT0035,VSP,Dental Basic
MEM003181,Margaret,Beasley,finleynancy@example.org,221-779-2118x28913,2001-03-31,IN,10226,2023-06-08,AGT0042,MetLife,Vision Basic
MEM003182,Andrew,Chavez,belldanielle@example.org,679-960-5623x309,1990-09-10,GA,76089,2024-06-07,AGT0071,MetLife,Vision Premium
MEM003183,Joyce,Zimmerman,gpowell@example.net,943-546-4582x95463,1954-10-06,TX,33045,2024-02-06,AGT0024,Zurich,Dental Premium
MEM003184,Jeffrey,Smith,jessicanelson@example.org,(662)234-2530x1281,1992-01-21,IL,99069,2023-05-04,AGT0009,VSP,Vision Premium
MEM003185,Adam,Davis,dennis78@example.org,+1-574-914-6566,1989-09-25,MI,06324,2023-07-23,AGT0073,Zurich,Vision Basic
MEM003186,Tristan,Welch,daniellewells@example.com,001-451-443-5355x462,1952-08-17,TN,89766,2023-07-10,AGT0024,MetLife,Dental Basic
MEM003187,Amanda,Fletcher,zhines@example.com,4098749091,1969-03-17,GA,14639,2024-08-03,AGT0022,MetLife,Vision Premium
MEM003188,Catherine,Brooks,woodkenneth@example.net,(694)800-4896x560,2002-07-02,OH,74318,2023-12-01,AGT0039,MetLife,Vision Basic
MEM003189,Miguel,Santiago,rebecca97@example.com,(456)212-3400x152,1971-03-20,IL,39002,2023-05-28,AGT0042,Zurich,Dental Premium
MEM003190,Anthony,Davis,webbfrederick@example.net,520-612-1722x094,2001-10-26,TX,23315,2023-09-08,AGT0027,VSP,Vision Basic
MEM003191,Jacob,Holmes,kennethhancock@example.org,+1-598-257-7873x41372,1973-12-07,GA,94546,2023-11-12,AGT0016,VSP,Vision Premium
MEM003192,Jacqueline,Perez,ngarcia@example.com,001-418-777-4978x9535,1994-03-28,MI,70429,2024-04-19,AGT0021,VSP,Dental Premium
MEM003193,Luis,Wright,mario99@example.com,554-914-3604,2001-03-25,TN,17167,2023-01-21,AGT0034,VSP,Vision Basic
MEM003194,Pamela,Young,angela60@example.com,914-742-5096x933,1960-06-13,IL,92190,2024-05-25,AGT0058,Zurich,Dental+Vision Bundle
MEM003195,Todd,Vega,nguyenmichael@example.org,480.863.9584x54505,1989-05-14,IN,45587,2024-08-19,AGT0024,Zurich,Dental Basic
MEM003196,John,Williams,thomas80@example.net,+1-556-683-5051,1964-07-17,IN,40867,2023-03-13,AGT0043,MetLife,Vision Premium
MEM003197,Yolanda,White,michael70@example.org,529-650-3369x368,1992-01-13,TX,05154,2024-09-02,AGT0064,Zurich,Dental Basic
MEM003198,Eric,Garcia,adamskenneth@example.net,804.860.6534x93096,1979-04-30,IL,26367,2024-05-17,AGT0075,Zurich,Dental+Vision Bundle
MEM003199,Kyle,Martinez,xcline@example.net,577-339-0455x43623,1971-10-21,IL,79215,2024-06-15,AGT0020,MetLife,Dental+Vision Bundle
MEM003200,Vanessa,Zhang,charlesmoore@example.org,001-208-211-0387x738,1962-02-01,TN,58977,2023-04-11,AGT0051,Zurich,Vision Premium
MEM003201,Joy,Patton,trevinohayley@example.net,001-270-566-6884x33165,1999-03-01,MI,30012,2023-02-25,AGT0023,MetLife,Dental+Vision Bundle
MEM003202,Rachel,Jones,tracykramer@example.net,001-601-940-5439x3469,1999-09-21,FL,86538,2023-09-29,AGT0078,Zurich,Dental+Vision Bundle
MEM003203,John,Liu,brittanycabrera@example.com,(658)801-5358,1995-03-03,TX,20527,2024-06-15,AGT0073,VSP,Dental Premium
MEM003204,Michelle,Johnson,maryjohnson@example.org,592-768-6017,1983-05-24,TX,42874,2023-08-04,AGT0046,MetLife,Dental Basic
MEM003205,Hannah,Cox,reedconnie@example.org,001-876-914-2662x443,1985-05-18,IN,63084,2024-07-01,AGT0006,MetLife,Dental Basic
MEM003206,Kathleen,Smith,crystal11@example.org,700.826.4913x59748,1971-03-14,GA,35354,2023-11-06,AGT0011,Zurich,Dental+Vision Bundle
MEM003207,Donald,Hernandez,julie17@example.com,001-991-505-3725x65633,1978-10-10,OH,34231,2024-08-10,AGT0059,MetLife,Dental Premium
MEM003208,James,Parker,williamsonanthony@example.org,8242201277,1968-11-04,CA,51503,2023-06-16,AGT0012,MetLife,Vision Premium
MEM003209,Suzanne,Ewing,nathanielperkins@example.com,+1-674-441-1284,2001-10-13,IL,12751,2024-10-20,AGT0076,Zurich,Dental Premium
MEM003210,Timothy,Navarro,oking@example.org,594-804-7891,1958-04-19,KY,63399,2023-01-25,AGT0026,VSP,Dental Premium
MEM003211,Daniel,Jones,swarren@example.net,+1-689-791-2638x27941,1967-04-21,IN,85085,2024-06-07,AGT0079,MetLife,Dental+Vision Bundle
MEM003212,Rose,Cooper,wallen@example.org,609.487.0382,1987-04-14,FL,78155,2024-08-13,AGT0011,MetLife,Vision Premium
MEM003213,Amy,Brady,nbrown@example.com,+1-834-744-6346x4749,1958-05-04,CA,74904,2024-05-26,AGT0015,MetLife,Dental Premium
